Retailer,Retailer ID,Invoice Date,Region,State,City,Product ID,Product,Price per Unit,Sales ID,Units Sold,Total Sales,Operating Profit,Sales Method
Foot Locker,1128299,2021-08-10,West,Hawaii,Honolulu,SO6387,Men's Athletic Footwear,71.0,ADI2021810112829975NZ1397,218,1548.0,526.0,Online
West Gear,1185732,2021-08-09,Northeast,New York,Albany,JX4976,Women's Apparel,55.0,ADI202189118573291JX7920,218,1199.0,719.0,Online
Kohl's,1185732,2021-11-11,West,Wyoming,Cheyenne,ED0456,Men's Street Footwear,53.0,ADI20211111118573267FL4259,218,1155.0,705.0,Online
West Gear,1185732,2021-02-11,Midwest,Missouri,St. Louis,JG4648,Men's Street Footwear,25.0,ADI2021211118573261JD0354,218,545.0,289.0,Online
West Gear,1128299,2021-12-23,West,Oregon,Portland,AJ6618,Men's Athletic Footwear,72.0,ADI20211223112829947RV2967,218,1570.0,738.0,Online
West Gear,1197831,2021-05-05,West,Idaho,Boise,PI4563,Women's Apparel,42.0,ADI202155119783199OT1773,218,916.0,577.0,Online
Foot Locker,1185732,2021-02-07,Southeast,Georgia,Atlanta,AS2982,Men's Athletic Footwear,39.0,ADI202127118573256NV9990,218,850.0,391.0,Online
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,FA4231,Women's Athletic Footwear,47.0,ADI202167118573276PR2946,218,1025.0,461.0,Online
Amazon,1185732,2021-12-02,Southeast,North Carolina,Charlotte,ND8149,Women's Street Footwear,55.0,ADI2021122118573267ST9885,218,1199.0,611.0,Online
Amazon,1185732,2021-04-10,Midwest,Ohio,Columbus,KT2515,Men's Street Footwear,28.0,ADI2021410118573219LA1434,218,610.0,336.0,Online
Sports Direct,1197831,2021-10-11,South,Texas,Dallas,ZM9802,Men's Athletic Footwear,27.0,ADI20211011119783183SC3575,218,589.0,265.0,Outlet
Sports Direct,1197831,2021-08-26,South,Alabama,Birmingham,NW9685,Men's Athletic Footwear,16.0,ADI2021826119783155FS8477,218,349.0,171.0,Outlet
Sports Direct,1128299,2021-07-12,Southeast,Georgia,Atlanta,UZ4630,Men's Street Footwear,37.0,ADI2021712112829945AV1364,218,807.0,371.0,Outlet
West Gear,1128299,2020-11-03,South,Texas,Houston,VS8874,Women's Street Footwear,46.0,ADI2020113112829900HO3650,217,998.0,449.0,Online
West Gear,1128299,2021-01-29,West,California,San Francisco,UN5964,Women's Apparel,65.0,ADI2021129112829900SB3816,217,1411.0,339.0,Online
West Gear,1128299,2020-07-07,West,Washington,Seattle,QJ9602,Men's Street Footwear,80.0,ADI202077112829936WP4139,217,1736.0,781.0,Online
Foot Locker,1185732,2020-08-20,Southeast,Florida,Miami,OI0567,Women's Street Footwear,32.0,ADI2020820118573278JC7378,217,694.0,243.0,Online
West Gear,1185732,2020-09-08,Southeast,Florida,Miami,ZY2615,Women's Athletic Footwear,47.0,ADI202098118573266KQ9204,217,1020.0,408.0,Online
Sports Direct,1197831,2021-04-09,South,Tennessee,Knoxville,GP1503,Men's Street Footwear,36.0,ADI202149119783112JI1045,217,781.0,398.0,Online
West Gear,1185732,2021-11-09,Northeast,New York,Albany,AJ2924,Men's Street Footwear,56.0,ADI2021119118573260WO0124,217,1215.0,668.0,Online
West Gear,1197831,2021-07-06,West,Idaho,Boise,HZ7130,Men's Street Footwear,48.0,ADI202176119783166BB5779,217,1042.0,521.0,Online
Foot Locker,1185732,2021-02-07,Southeast,Georgia,Atlanta,RE2907,Women's Street Footwear,29.0,ADI202127118573210EJ4978,217,629.0,233.0,Online
Walmart,1197831,2020-08-28,South,Texas,Houston,HC4775,Men's Apparel,33.0,ADI2020828119783136AE2392,217,716.0,258.0,Outlet
Kohl's,1189833,2021-03-09,West,California,San Francisco,JD0946,Women's Street Footwear,36.0,ADI202139118983340FC9628,217,781.0,328.0,Outlet
Sports Direct,1197831,2021-10-08,South,Alabama,Birmingham,TI2495,Women's Street Footwear,47.0,ADI2021108119783140PI8012,217,1020.0,551.0,Outlet
West Gear,1128299,2021-07-23,West,Oregon,Portland,AZ4004,Men's Athletic Footwear,66.0,ADI2021723112829915WC5866,217,1432.0,587.0,Outlet
West Gear,1128299,2021-08-17,South,Louisiana,New Orleans,OS6820,Women's Street Footwear,50.0,ADI2021817112829975KR7976,217,1085.0,456.0,Outlet
Kohl's,1128299,2021-12-25,West,New Mexico,Albuquerque,DV0869,Men's Athletic Footwear,47.0,ADI20211225112829970DB4489,217,1020.0,479.0,Outlet
Foot Locker,1185732,2020-01-28,Northeast,New York,New York,QU9411,Women's Athletic Footwear,43.0,ADI2020128118573219VY3447,216,929.0,464.0,Online
Walmart,1197831,2020-09-12,South,Texas,Houston,OC7986,Men's Athletic Footwear,43.0,ADI2020912119783191UG4275,216,929.0,437.0,Online
Kohl's,1189833,2021-03-19,West,California,Los Angeles,FJ1633,Men's Street Footwear,32.0,ADI2021319118983383QL4484,216,691.0,346.0,Online
Kohl's,1189833,2021-04-26,West,California,Los Angeles,NF5654,Men's Athletic Footwear,46.0,ADI2021426118983379NN9602,216,994.0,378.0,Online
Walmart,1128299,2021-12-16,Southeast,Florida,Orlando,BA7146,Men's Street Footwear,72.0,ADI20211216112829936RF0274,216,1555.0,622.0,Online
Kohl's,1185732,2021-01-14,Northeast,New York,Albany,ZW3964,Men's Street Footwear,39.0,ADI2021114118573221OS6610,216,842.0,531.0,Online
Sports Direct,1185732,2021-03-15,Midwest,Michigan,Detroit,LQ6334,Men's Street Footwear,34.0,ADI2021315118573291OG9528,216,734.0,448.0,Online
West Gear,1128299,2021-12-16,South,Louisiana,New Orleans,YC8150,Men's Athletic Footwear,72.0,ADI20211216112829902ER6127,216,1555.0,778.0,Online
Foot Locker,1185732,2021-02-07,Southeast,South Carolina,Charleston,ZM6838,Women's Apparel,34.0,ADI202127118573216AQ4320,216,734.0,477.0,Online
West Gear,1128299,2020-12-26,West,California,San Francisco,NV3050,Men's Athletic Footwear,51.0,ADI20201226112829921GL6278,216,1102.0,275.0,Outlet
West Gear,1128299,2020-03-09,West,Nevada,Las Vegas,UL2622,Men's Street Footwear,47.0,ADI202039112829913VY9237,216,1015.0,376.0,Outlet
Foot Locker,1128299,2021-07-22,West,Arizona,Phoenix,KX1912,Men's Street Footwear,40.0,ADI2021722112829994PM2554,216,864.0,320.0,Outlet
Walmart,1185732,2021-10-18,South,Mississippi,Jackson,PI2439,Men's Street Footwear,24.0,ADI20211018118573257BY2435,216,518.0,238.0,Outlet
Amazon,1185732,2021-06-19,Northeast,New Hampshire,Manchester,IH1997,Men's Street Footwear,44.0,ADI2021619118573235PF2003,216,950.0,437.0,Outlet
Foot Locker,1185732,2020-02-04,Northeast,New York,New York,DD2497,Men's Apparel,56.0,ADI202024118573283NW9952,215,1204.0,506.0,Online
Kohl's,1189833,2021-05-20,West,California,Los Angeles,ZY5556,Men's Athletic Footwear,54.0,ADI2021520118983300EK6378,215,1161.0,441.0,Online
Sports Direct,1197831,2021-09-17,South,Texas,Dallas,NS2019,Men's Athletic Footwear,48.0,ADI2021917119783141BP3777,215,1032.0,557.0,Online
West Gear,1185732,2020-09-13,Southeast,Florida,Miami,CY9488,Women's Street Footwear,50.0,ADI2020913118573228DX4710,215,1075.0,398.0,Online
Sports Direct,1185732,2020-09-30,Southeast,Florida,Miami,TG3894,Men's Athletic Footwear,47.0,ADI2020930118573244MW5304,215,1011.0,455.0,Online
Sports Direct,1197831,2021-04-15,South,Tennessee,Knoxville,KC6259,Men's Street Footwear,36.0,ADI2021415119783135CH8427,215,774.0,441.0,Online
Sports Direct,1197831,2021-09-07,South,Alabama,Birmingham,KO5840,Men's Athletic Footwear,49.0,ADI202197119783192VR9263,215,1054.0,674.0,Online
Sports Direct,1185732,2021-12-05,Southeast,South Carolina,Charleston,UX0316,Women's Street Footwear,56.0,ADI2021125118573280EO2615,215,1204.0,421.0,Online
Sports Direct,1185732,2021-11-03,Southeast,North Carolina,Charlotte,NA7782,Men's Street Footwear,44.0,ADI2021113118573289EA7565,215,946.0,520.0,Online
Walmart,1185732,2021-08-17,South,Mississippi,Jackson,TR0340,Men's Street Footwear,56.0,ADI2021817118573207WF5451,215,1204.0,650.0,Online
Walmart,1197831,2020-09-02,South,Texas,Houston,PW1772,Women's Athletic Footwear,30.0,ADI202092119783115FC4513,215,645.0,310.0,Outlet
Kohl's,1189833,2021-03-14,West,California,Los Angeles,EF2439,Men's Athletic Footwear,30.0,ADI2021314118983318HT1628,215,645.0,200.0,Outlet
Kohl's,1189833,2021-04-15,West,California,Los Angeles,FB1764,Women's Street Footwear,36.0,ADI2021415118983362NK2932,215,774.0,348.0,Outlet
Sports Direct,1197831,2021-08-18,South,Texas,Dallas,OH9794,Men's Athletic Footwear,23.0,ADI2021818119783139QB8636,215,495.0,178.0,Outlet
Sports Direct,1197831,2021-09-12,South,Texas,Dallas,JL5548,Women's Street Footwear,30.0,ADI2021912119783184EF9563,215,645.0,252.0,Outlet
Sports Direct,1197831,2021-08-19,South,Alabama,Birmingham,HI1070,Men's Street Footwear,15.0,ADI2021819119783177ZT4912,215,323.0,168.0,Outlet
Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,PN3073,Women's Street Footwear,53.0,ADI2021824112829959BR3699,215,1140.0,422.0,Outlet
West Gear,1128299,2021-08-24,West,Oregon,Portland,QS1680,Women's Street Footwear,50.0,ADI2021824112829979NE2480,215,1075.0,430.0,Outlet
West Gear,1197831,2021-04-05,West,Idaho,Boise,MF5348,Men's Street Footwear,15.0,ADI202145119783137IW8647,215,323.0,135.0,Outlet
West Gear,1197831,2021-04-05,West,Idaho,Boise,OL5919,Men's Athletic Footwear,21.0,ADI202145119783129VP3176,215,452.0,176.0,Outlet
Sports Direct,1197831,2021-01-23,South,Mississippi,Jackson,CP6714,Men's Street Footwear,17.0,ADI2021123119783193WN3033,215,366.0,161.0,Outlet
Amazon,1185732,2021-08-11,Northeast,Vermont,Burlington,HT7071,Men's Street Footwear,42.0,ADI2021811118573208TM6155,215,903.0,461.0,Outlet
Sports Direct,1197831,2020-07-25,South,Texas,Houston,KJ2491,Men's Street Footwear,23.0,ADI2020725119783184YQ2468,213,490.0,245.0,Online
Walmart,1197831,2020-09-06,South,Texas,Houston,ZL9705,Men's Athletic Footwear,41.0,ADI202096119783116KH2321,213,873.0,402.0,Online
Walmart,1197831,2020-09-10,South,Texas,Houston,TU6866,Women's Apparel,50.0,ADI2020910119783128HY2765,213,1065.0,682.0,Online
Kohl's,1189833,2021-05-07,West,California,Los Angeles,DI8867,Men's Street Footwear,47.0,ADI202157118983301FA8186,213,1001.0,541.0,Online
Sports Direct,1185732,2020-10-10,Southeast,Florida,Miami,QQ4941,Women's Apparel,64.0,ADI20201010118573294GV9375,213,1363.0,818.0,Online
Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,SR0033,Men's Street Footwear,87.0,ADI2021817112829965TL5646,213,1853.0,760.0,Online
Sports Direct,1197831,2020-07-28,South,Texas,Houston,EO5325,Women's Athletic Footwear,26.0,ADI2020728119783174UN0386,213,554.0,277.0,Outlet
Sports Direct,1197831,2020-08-09,South,Texas,Houston,RO7735,Women's Athletic Footwear,28.0,ADI202089119783119UA8456,213,596.0,286.0,Outlet
Kohl's,1189833,2021-05-16,West,California,Los Angeles,NZ3781,Women's Athletic Footwear,33.0,ADI2021516118983352UM8583,213,703.0,295.0,Outlet
Sports Direct,1197831,2021-10-04,South,Texas,Dallas,AD3253,Men's Street Footwear,30.0,ADI2021104119783186DB7211,213,639.0,281.0,Outlet
Sports Direct,1197831,2021-04-28,South,Tennessee,Knoxville,WP0001,Men's Athletic Footwear,33.0,ADI2021428119783189TB5852,213,703.0,330.0,Outlet
Sports Direct,1197831,2021-09-20,South,Alabama,Birmingham,MC2576,Women's Street Footwear,47.0,ADI2021920119783147TW5858,213,1001.0,561.0,Outlet
Foot Locker,1128299,2021-12-22,West,Arizona,Phoenix,VT4491,Men's Athletic Footwear,33.0,ADI20211222112829945WF7662,213,703.0,323.0,Outlet
Sports Direct,1197831,2020-07-21,Northeast,New York,New York,LG7577,Women's Street Footwear,33.0,ADI2020721119783154AM4226,210,693.0,319.0,Online
Walmart,1197831,2020-08-27,South,Texas,Houston,EP3659,Women's Athletic Footwear,36.0,ADI2020827119783137GQ2766,210,756.0,454.0,Online
Walmart,1197831,2020-09-16,South,Texas,Houston,EG2693,Women's Apparel,53.0,ADI2020916119783147TE9293,210,1113.0,690.0,Online
West Gear,1128299,2020-11-08,West,California,San Francisco,ZI9605,Men's Athletic Footwear,49.0,ADI2020118112829916WG5746,210,1029.0,319.0,Online
West Gear,1128299,2020-12-24,West,California,San Francisco,NY6070,Women's Apparel,54.0,ADI20201224112829952JY5569,210,1134.0,306.0,Online
West Gear,1128299,2020-12-27,West,California,San Francisco,GA3540,Women's Street Footwear,64.0,ADI20201227112829979UZ1562,210,1344.0,672.0,Online
West Gear,1128299,2021-01-09,West,California,San Francisco,ED0068,Women's Athletic Footwear,59.0,ADI202119112829991UV4958,210,1239.0,607.0,Online
West Gear,1128299,2021-02-07,West,California,San Francisco,UL8032,Women's Street Footwear,50.0,ADI202127112829944WC4496,210,1050.0,420.0,Online
West Gear,1128299,2021-02-08,West,California,San Francisco,ZT3440,Women's Athletic Footwear,53.0,ADI202128112829905CJ5203,210,1113.0,445.0,Online
Kohl's,1189833,2021-05-28,West,California,Los Angeles,BD5346,Women's Athletic Footwear,49.0,ADI2021528118983315LX7651,210,1029.0,515.0,Online
West Gear,1128299,2020-02-13,West,Nevada,Las Vegas,GG0106,Men's Street Footwear,62.0,ADI2020213112829946AH4406,210,1302.0,690.0,Online
West Gear,1128299,2020-07-08,West,Washington,Seattle,AW0285,Men's Athletic Footwear,77.0,ADI202078112829999EX9951,210,1617.0,631.0,Online
Foot Locker,1185732,2020-04-24,Southeast,Florida,Miami,JZ8560,Men's Athletic Footwear,41.0,ADI2020424118573253WQ9089,210,861.0,431.0,Online
Sports Direct,1185732,2020-09-26,Southeast,Florida,Miami,YR2664,Women's Athletic Footwear,42.0,ADI2020926118573234JW8549,210,882.0,379.0,Online
Sports Direct,1185732,2020-09-27,Southeast,Florida,Miami,BO0926,Men's Apparel,50.0,ADI2020927118573292GS7929,210,1050.0,525.0,Online
Sports Direct,1197831,2021-03-10,Midwest,Montana,Billings,WR8098,Men's Street Footwear,18.0,ADI2021310119783193YC5892,210,378.0,189.0,Online
Sports Direct,1197831,2021-05-17,South,Tennessee,Knoxville,VB6747,Women's Street Footwear,54.0,ADI2021517119783144LB8136,210,1134.0,624.0,Online
Sports Direct,1197831,2021-09-13,South,Alabama,Birmingham,ZC2579,Men's Athletic Footwear,52.0,ADI2021913119783105XC2776,210,1092.0,710.0,Online
Foot Locker,1128299,2021-06-10,West,Hawaii,Honolulu,CK3162,Men's Street Footwear,67.0,ADI2021610112829903NW8164,210,1407.0,563.0,Online
Foot Locker,1128299,2021-08-10,West,Hawaii,Honolulu,TI2810,Men's Street Footwear,79.0,ADI2021810112829968JT6070,210,1659.0,614.0,Online
Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,MO8501,Women's Street Footwear,80.0,ADI2021617112829979MK6196,210,1680.0,722.0,Online
West Gear,1185732,2021-08-09,Northeast,New York,Albany,KG7426,Men's Athletic Footwear,55.0,ADI202189118573260JL5507,210,1155.0,520.0,Online
Sports Direct,1185732,2021-07-15,Midwest,Michigan,Detroit,KF8575,Women's Apparel,62.0,ADI2021715118573256EG6356,210,1302.0,898.0,Online
West Gear,1128299,2021-06-17,South,Louisiana,New Orleans,SC2027,Men's Athletic Footwear,65.0,ADI2021617112829949MT7184,210,1365.0,710.0,Online
West Gear,1128299,2021-11-17,South,Louisiana,New Orleans,BR8264,Men's Athletic Footwear,42.0,ADI20211117112829999CS6705,210,882.0,459.0,Online
Foot Locker,1197831,2021-08-08,West,Idaho,Boise,BG1953,Men's Street Footwear,46.0,ADI202188119783122GL8720,210,966.0,531.0,Online
Kohl's,1128299,2021-12-25,West,New Mexico,Albuquerque,ZA5868,Men's Street Footwear,55.0,ADI20211225112829942LR2912,210,1155.0,531.0,Online
Foot Locker,1185732,2021-03-05,Southeast,South Carolina,Charleston,PB8528,Men's Athletic Footwear,32.0,ADI202135118573256GX3043,210,672.0,329.0,Online
Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,TZ9094,Women's Street Footwear,41.0,ADI202155118573240WC9264,210,861.0,319.0,Online
Foot Locker,1185732,2021-09-05,Southeast,South Carolina,Charleston,SB2085,Women's Athletic Footwear,39.0,ADI202195118573298QT2974,210,819.0,328.0,Online
Sports Direct,1185732,2021-08-03,Southeast,North Carolina,Charlotte,VA9169,Women's Street Footwear,54.0,ADI202183118573230UQ2788,210,1134.0,601.0,Online
Sports Direct,1185732,2021-11-03,Southeast,North Carolina,Charlotte,GS9028,Women's Apparel,72.0,ADI2021113118573257RJ4614,210,1512.0,968.0,Online
Amazon,1185732,2021-10-11,Midwest,Ohio,Columbus,JN8697,Men's Street Footwear,36.0,ADI20211011118573288UK9949,210,756.0,393.0,Online
Foot Locker,1185732,2021-06-18,South,Mississippi,Jackson,JP8262,Men's Street Footwear,44.0,ADI2021618118573241NQ1303,210,924.0,480.0,Online
Walmart,1197831,2021-08-20,South,Arkansas,Little Rock,NQ8419,Men's Street Footwear,55.0,ADI2021820119783147DH9886,210,1155.0,624.0,Online
Sports Direct,1197831,2020-07-22,Northeast,New York,New York,ST9786,Women's Athletic Footwear,27.0,ADI2020722119783175PT9650,210,567.0,295.0,Outlet
Walmart,1197831,2020-10-29,South,Texas,Houston,QU7198,Women's Athletic Footwear,36.0,ADI20201029119783195GN3933,210,756.0,393.0,Outlet
West Gear,1128299,2020-11-12,West,California,San Francisco,LP1298,Women's Apparel,33.0,ADI20201112112829900ZW8123,210,693.0,152.0,Outlet
West Gear,1128299,2020-11-15,West,California,San Francisco,AU8658,Women's Street Footwear,47.0,ADI20201115112829987VU7730,210,987.0,415.0,Outlet
West Gear,1128299,2021-02-01,West,California,San Francisco,IC7198,Women's Street Footwear,42.0,ADI202121112829929CI8669,210,882.0,291.0,Outlet
West Gear,1128299,2021-02-08,West,California,San Francisco,OL6984,Women's Athletic Footwear,37.0,ADI202128112829915XC4606,210,777.0,225.0,Outlet
Kohl's,1189833,2021-03-12,West,California,Los Angeles,AN1145,Women's Apparel,29.0,ADI2021312118983359EP0952,210,609.0,140.0,Outlet
Kohl's,1189833,2021-04-08,West,California,Los Angeles,DT0850,Men's Athletic Footwear,34.0,ADI202148118983356AX5161,210,714.0,207.0,Outlet
Kohl's,1189833,2021-05-09,West,California,Los Angeles,OV0720,Women's Street Footwear,38.0,ADI202159118983394TO4071,210,798.0,359.0,Outlet
Kohl's,1189833,2021-05-12,West,California,Los Angeles,FM4683,Women's Apparel,49.0,ADI2021512118983366KN5826,210,1029.0,226.0,Outlet
Kohl's,1189833,2021-05-17,West,California,Los Angeles,KY7741,Men's Apparel,46.0,ADI2021517118983305RC4660,210,966.0,599.0,Outlet
Sports Direct,1197831,2021-08-30,South,Texas,Dallas,UI1691,Men's Athletic Footwear,21.0,ADI2021830119783146RU4193,210,441.0,176.0,Outlet
Sports Direct,1197831,2021-09-03,South,Texas,Dallas,WV2646,Women's Apparel,22.0,ADI202193119783186VX6205,210,462.0,263.0,Outlet
Sports Direct,1197831,2021-05-17,South,Tennessee,Knoxville,VG8744,Women's Street Footwear,44.0,ADI2021517119783167GU5591,210,924.0,471.0,Outlet
Sports Direct,1197831,2021-09-03,South,Alabama,Birmingham,RA9654,Women's Athletic Footwear,31.0,ADI202193119783102CV2073,210,651.0,391.0,Outlet
Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,RK1618,Men's Apparel,72.0,ADI2021723112829997TM1666,210,1512.0,650.0,Outlet
West Gear,1128299,2021-06-17,South,Louisiana,New Orleans,DQ2897,Women's Street Footwear,55.0,ADI2021617112829962BX5009,210,1155.0,508.0,Outlet
West Gear,1128299,2021-07-16,South,Louisiana,New Orleans,DH9657,Women's Street Footwear,69.0,ADI2021716112829902IB3058,210,1449.0,681.0,Outlet
West Gear,1197831,2021-05-05,West,Idaho,Boise,OJ0510,Men's Street Footwear,14.0,ADI202155119783121RF2874,210,294.0,123.0,Outlet
Sports Direct,1197831,2021-11-05,West,Idaho,Boise,IF3498,Women's Street Footwear,42.0,ADI2021115119783115VI5418,210,882.0,370.0,Outlet
Kohl's,1128299,2021-07-25,West,New Mexico,Albuquerque,LC2377,Men's Athletic Footwear,45.0,ADI2021725112829977LS7683,210,945.0,406.0,Outlet
Sports Direct,1197831,2021-02-21,South,Mississippi,Jackson,KT8823,Men's Street Footwear,17.0,ADI2021221119783159VK5076,210,357.0,161.0,Outlet
West Gear,1128299,2020-11-01,South,Texas,Houston,CO2925,Men's Street Footwear,37.0,ADI2020111112829920ZS5701,209,773.0,348.0,Online
Sports Direct,1185732,2020-05-24,Southeast,Florida,Miami,XL2240,Women's Athletic Footwear,54.0,ADI2020524118573216EG5088,209,1129.0,485.0,Online
Foot Locker,1197831,2021-12-04,West,Idaho,Boise,PG0525,Men's Athletic Footwear,51.0,ADI2021124119783127JF4587,209,1066.0,576.0,Online
Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,NE8803,Women's Apparel,39.0,ADI202146118573225TD6651,209,815.0,514.0,Online
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,SF5606,Women's Street Footwear,47.0,ADI202167118573249IX1364,209,982.0,354.0,Online
West Gear,1128299,2020-03-10,West,Nevada,Las Vegas,GE7011,Men's Athletic Footwear,50.0,ADI2020310112829914LE8641,209,1045.0,261.0,Outlet
Sports Direct,1197831,2021-04-27,South,Tennessee,Knoxville,YQ2090,Men's Street Footwear,40.0,ADI2021427119783156NZ1635,209,836.0,418.0,Outlet
Foot Locker,1197831,2021-01-05,South,Louisiana,New Orleans,IL1228,Men's Athletic Footwear,20.0,ADI202115119783114BE3910,209,418.0,150.0,Outlet
Sports Direct,1128299,2021-08-13,Southeast,Georgia,Atlanta,EW6527,Men's Street Footwear,39.0,ADI2021813112829921MX3642,209,815.0,375.0,Outlet
Sports Direct,1128299,2021-12-12,Southeast,Georgia,Atlanta,NO4030,Men's Street Footwear,42.0,ADI20211212112829912HF6939,209,878.0,413.0,Outlet
Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,EQ3994,Women's Athletic Footwear,25.0,ADI202119118573251TW9239,209,523.0,183.0,Outlet
Walmart,1185732,2021-07-16,South,Mississippi,Jackson,ZP0636,Women's Apparel,49.0,ADI2021716118573224DD9489,209,1024.0,543.0,Outlet
Amazon,1185732,2021-07-10,Northeast,Vermont,Burlington,BT8141,Men's Street Footwear,45.0,ADI2021710118573230QT1157,209,941.0,489.0,Outlet
West Gear,1128299,2021-02-16,West,California,San Francisco,RR8163,Women's Apparel,67.0,ADI2021216112829999NU9256,208,1394.0,321.0,Online
Kohl's,1189833,2021-04-13,West,California,Los Angeles,VR0009,Men's Street Footwear,41.0,ADI2021413118983335AL1617,208,853.0,443.0,Online
Sports Direct,1197831,2021-09-22,South,Texas,Dallas,HI8786,Men's Street Footwear,49.0,ADI2021922119783105GG9870,208,1019.0,520.0,Online
Sports Direct,1197831,2021-09-23,South,Texas,Dallas,XG7575,Men's Athletic Footwear,53.0,ADI2021923119783138LN5060,208,1102.0,551.0,Online
West Gear,1185732,2020-04-24,Southeast,Florida,Miami,GL1734,Women's Apparel,44.0,ADI2020424118573284RD3493,208,915.0,549.0,Online
West Gear,1185732,2020-09-07,Southeast,Florida,Miami,LM0460,Women's Street Footwear,49.0,ADI202097118573274KV9118,208,1019.0,357.0,Online
West Gear,1185732,2020-09-15,Southeast,Florida,Miami,WU8373,Men's Apparel,61.0,ADI2020915118573243GH3572,208,1269.0,622.0,Online
Foot Locker,1128299,2021-07-09,West,Hawaii,Honolulu,DV8588,Men's Street Footwear,74.0,ADI202179112829952VI7229,208,1539.0,570.0,Online
West Gear,1185732,2021-10-10,Northeast,New York,Albany,LH4823,Men's Street Footwear,57.0,ADI20211010118573252YO5376,208,1186.0,676.0,Online
Kohl's,1185732,2021-04-11,West,Wyoming,Cheyenne,UZ1020,Men's Street Footwear,39.0,ADI2021411118573229DI7027,208,811.0,503.0,Online
Kohl's,1185732,2021-09-10,West,Wyoming,Cheyenne,IF1420,Men's Street Footwear,48.0,ADI2021910118573295CE4884,208,998.0,639.0,Online
Foot Locker,1197831,2021-07-06,West,Idaho,Boise,GE8414,Women's Apparel,64.0,ADI202176119783142DR6458,208,1331.0,919.0,Online
Foot Locker,1185732,2021-10-07,Southeast,South Carolina,Charleston,TM3369,Men's Athletic Footwear,42.0,ADI2021107118573284IE3141,208,874.0,437.0,Online
Walmart,1197831,2020-10-30,South,Texas,Houston,TT9889,Men's Apparel,30.0,ADI20201030119783149JQ1662,208,624.0,225.0,Outlet
Kohl's,1189833,2021-03-18,West,California,Los Angeles,WM2846,Women's Apparel,32.0,ADI2021318118983342WK5097,208,666.0,173.0,Outlet
Kohl's,1189833,2021-05-06,West,California,Los Angeles,QZ6217,Women's Apparel,46.0,ADI202156118983334UW6043,208,957.0,220.0,Outlet
Kohl's,1189833,2021-05-15,West,California,Los Angeles,LY4866,Women's Street Footwear,33.0,ADI2021515118983391YP1254,208,686.0,288.0,Outlet
Kohl's,1189833,2021-05-18,West,California,Los Angeles,DO7535,Women's Apparel,46.0,ADI2021518118983374AH3721,208,957.0,230.0,Outlet
West Gear,1128299,2020-02-14,West,Nevada,Las Vegas,KG6392,Men's Athletic Footwear,56.0,ADI2020214112829980IN8495,208,1165.0,338.0,Outlet
Walmart,1128299,2021-07-16,Southeast,Florida,Orlando,TI0677,Men's Apparel,68.0,ADI2021716112829944WC5823,208,1414.0,311.0,Outlet
Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,SV3257,Women's Street Footwear,58.0,ADI2021624112829910CE6767,208,1206.0,446.0,Outlet
Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,RI4068,Women's Street Footwear,62.0,ADI2021723112829957PY8454,208,1290.0,490.0,Outlet
West Gear,1185732,2021-06-11,West,Utah,Salt Lake City,NG6868,Men's Street Footwear,21.0,ADI2021611118573227FT9819,208,437.0,188.0,Outlet
West Gear,1128299,2021-06-24,West,Oregon,Portland,XG0118,Women's Street Footwear,53.0,ADI2021624112829957TS4785,208,1102.0,430.0,Outlet
West Gear,1128299,2021-07-16,South,Louisiana,New Orleans,FD9627,Women's Apparel,81.0,ADI2021716112829937ZB9075,208,1685.0,691.0,Outlet
Kohl's,1128299,2021-08-26,West,New Mexico,Albuquerque,JX8182,Men's Athletic Footwear,44.0,ADI2021826112829972HU9744,208,915.0,403.0,Outlet
Sports Direct,1185732,2021-05-15,Midwest,Michigan,Detroit,MK2375,Men's Street Footwear,48.0,ADI2021515118573243LI6417,207,994.0,606.0,Online
Amazon,1185732,2021-05-09,Midwest,Ohio,Columbus,HN6157,Men's Street Footwear,42.0,ADI202159118573231EK0427,207,869.0,435.0,Online
Foot Locker,1185732,2020-01-22,Northeast,New York,New York,FB1115,Women's Athletic Footwear,44.0,ADI2020122118573237PK2648,206,906.0,444.0,Online
Walmart,1197831,2020-10-22,South,Texas,Houston,HU5604,Women's Street Footwear,47.0,ADI20201022119783188GJ3928,206,968.0,465.0,Online
West Gear,1128299,2021-01-08,West,California,San Francisco,EY8263,Women's Street Footwear,64.0,ADI202118112829994WE5994,206,1318.0,725.0,Online
West Gear,1185732,2020-04-24,Southeast,Florida,Miami,KJ4225,Men's Athletic Footwear,54.0,ADI2020424118573253UX0219,206,1112.0,545.0,Online
Sports Direct,1197831,2021-04-16,South,Tennessee,Knoxville,CQ4815,Men's Athletic Footwear,43.0,ADI2021416119783102WR3800,206,886.0,514.0,Online
