Retailer,Retailer ID,Invoice Date,Region,State,City,Product ID,Product,Price per Unit,Sales ID,Units Sold,Total Sales,Operating Profit,Sales Method
Sports Direct,1197831,10/3/2021,South,Texas,Dallas,VY9008,Women's Apparel,$48.00 ,ADI2021103119783114CP2302,203,974,$682 ,Online
West Gear,1128299,5/20/2020,West,Colorado,Denver,QU1141,Men's Street Footwear,$59.00 ,ADI2020520112829999ZE4904,203,"1,198",$623 ,Online
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,ON4287,Women's Street Footwear,$32.00 ,ADI2020424118573235JW6113,203,650,$260 ,Online
Sports Direct,1185732,10/1/2020,Southeast,Florida,Miami,LS8768,Women's Street Footwear,$47.00 ,ADI2020101118573272KN0612,203,954,$372 ,Online
Kohl's,1189833,2/2/2021,Midwest,Montana,Billings,PL0867,Men's Street Footwear,$37.00 ,ADI202122118983373HB0467,203,751,$443 ,Online
Kohl's,1189833,2/8/2021,Midwest,Montana,Billings,QC8242,Men's Street Footwear,$42.00 ,ADI202128118983385XK3536,203,853,$495 ,Online
Sports Direct,1197831,8/1/2021,Midwest,Nebraska,Omaha,QZ4484,Men's Street Footwear,$19.00 ,ADI202181119783188FB8874,203,386,$204 ,Online
Sports Direct,1197831,8/25/2021,South,Alabama,Birmingham,IY4235,Men's Street Footwear,$9.00 ,ADI2021825119783108AG6205,203,183,$108 ,Online
Sports Direct,1197831,8/30/2021,South,Alabama,Birmingham,AP1877,Women's Apparel,$43.00 ,ADI2021830119783123HC4571,203,873,$628 ,Online
Sports Direct,1197831,8/31/2021,South,Alabama,Birmingham,UE9466,Men's Street Footwear,$43.00 ,ADI2021831119783133UX4431,203,873,$480 ,Online
Sports Direct,1197831,9/1/2021,South,Alabama,Birmingham,MO5293,Men's Athletic Footwear,$49.00 ,ADI202191119783144DU3143,203,995,$557 ,Online
Sports Direct,1197831,10/11/2021,South,Alabama,Birmingham,TZ6390,Women's Apparel,$68.00 ,ADI20211011119783168DH1680,203,"1,380","$1,104 ",Online
Walmart,1128299,6/17/2021,Southeast,Florida,Orlando,RF2666,Men's Athletic Footwear,$64.00 ,ADI2021617112829923EO8060,203,"1,299",$455 ,Online
Foot Locker,1128299,7/23/2021,Southeast,Virginia,Richmond,JG7443,Men's Athletic Footwear,$81.00 ,ADI2021723112829981BW8348,203,"1,644",$822 ,Online
Sports Direct,1185732,1/19/2021,Southeast,Virginia,Richmond,UL5740,Men's Street Footwear,$34.00 ,ADI2021119118573272PW8179,203,690,$421 ,Online
Foot Locker,1185732,7/17/2021,Midwest,Missouri,St. Louis,KN1289,Men's Street Footwear,$36.00 ,ADI2021717118573260KN6504,203,731,$402 ,Online
Foot Locker,1185732,8/18/2021,Midwest,Missouri,St. Louis,QI5625,Men's Street Footwear,$38.00 ,ADI2021818118573226MQ2107,203,771,$386 ,Online
West Gear,1185732,8/11/2021,West,Utah,Salt Lake City,ZH9901,Men's Street Footwear,$33.00 ,ADI2021811118573270IE6196,203,670,$335 ,Online
West Gear,1185732,12/10/2021,West,Utah,Salt Lake City,NP5928,Men's Street Footwear,$39.00 ,ADI20211210118573224YT9400,203,792,$435 ,Online
West Gear,1128299,6/17/2021,South,Louisiana,New Orleans,CV1231,Women's Street Footwear,$83.00 ,ADI2021617112829980GF5680,203,"1,685",$927 ,Online
West Gear,1128299,7/16/2021,South,Louisiana,New Orleans,QH3572,Men's Athletic Footwear,$92.00 ,ADI2021716112829900MQ4511,203,"1,868","$1,027 ",Online
West Gear,1197831,5/5/2021,West,Idaho,Boise,JV9611,Men's Street Footwear,$18.00 ,ADI202155119783123JE6547,203,365,$183 ,Online
Kohl's,1128299,6/26/2021,West,New Mexico,Albuquerque,AH6733,Men's Street Footwear,$52.00 ,ADI2021626112829971LW8249,203,"1,056",$507 ,Online
Kohl's,1128299,7/25/2021,West,New Mexico,Albuquerque,CS4441,Men's Street Footwear,$54.00 ,ADI2021725112829997EF4468,203,"1,096",$515 ,Online
Sports Direct,1128299,12/12/2021,Southeast,Georgia,Atlanta,MU8067,Men's Street Footwear,$50.00 ,ADI20211212112829905HP7698,203,"1,015",$558 ,Online
Foot Locker,1185732,1/9/2021,Southeast,Georgia,Atlanta,YF2236,Women's Athletic Footwear,$34.00 ,ADI202119118573261AS7827,203,690,$304 ,Online
Sports Direct,1185732,2/4/2021,Southeast,North Carolina,Charlotte,XJ5527,Women's Apparel,$29.00 ,ADI202124118573297GT8289,203,589,$353 ,Online
Sports Direct,1185732,5/2/2021,Southeast,North Carolina,Charlotte,UF7355,Women's Apparel,$51.00 ,ADI202152118573275MP4464,203,"1,035",$642 ,Online
Sports Direct,1185732,7/2/2021,Southeast,North Carolina,Charlotte,FI6441,Women's Athletic Footwear,$52.00 ,ADI202172118573278MZ9055,203,"1,056",$538 ,Online
Sports Direct,1185732,9/2/2021,Southeast,North Carolina,Charlotte,UH6371,Women's Apparel,$41.00 ,ADI202192118573287BN7593,203,832,$508 ,Online
Walmart,1185732,9/16/2021,South,Mississippi,Jackson,DI3344,Men's Street Footwear,$47.00 ,ADI2021916118573269EM3716,203,954,$515 ,Online
Walmart,1197831,6/21/2021,South,Arkansas,Little Rock,ZY0049,Men's Street Footwear,$36.00 ,ADI2021621119783133IU5518,203,731,$365 ,Online
West Gear,1197831,12/19/2021,South,Arkansas,Little Rock,ZH0727,Men's Street Footwear,$67.00 ,ADI20211219119783172CB4840,203,"1,360",$748 ,Online
Sports Direct,1197831,8/23/2021,South,Texas,Dallas,KD4002,Men's Street Footwear,$21.00 ,ADI2021823119783190EW1755,203,426,$166 ,Outlet
Sports Direct,1197831,9/29/2021,South,Texas,Dallas,TG2912,Men's Athletic Footwear,$38.00 ,ADI2021929119783158HS1917,203,771,$363 ,Outlet
Sports Direct,1197831,3/28/2021,South,Tennessee,Knoxville,GW9767,Men's Street Footwear,$13.00 ,ADI2021328119783137TV0226,203,264,$119 ,Outlet
Sports Direct,1197831,3/29/2021,South,Tennessee,Knoxville,EG4187,Men's Athletic Footwear,$17.00 ,ADI2021329119783107IL2090,203,345,$145 ,Outlet
Sports Direct,1197831,4/29/2021,South,Tennessee,Knoxville,YZ5966,Women's Street Footwear,$40.00 ,ADI2021429119783199EF5267,203,812,$414 ,Outlet
Sports Direct,1197831,5/9/2021,South,Tennessee,Knoxville,MI2956,Men's Street Footwear,$24.00 ,ADI202159119783130RM0995,203,487,$234 ,Outlet
Sports Direct,1197831,9/17/2021,South,Alabama,Birmingham,RU6068,Women's Apparel,$39.00 ,ADI2021917119783167KG7041,203,792,$562 ,Outlet
Sports Direct,1197831,9/5/2021,West,Idaho,Boise,KH4232,Women's Street Footwear,$43.00 ,ADI202195119783150OY8231,203,873,$393 ,Outlet
Sports Direct,1197831,11/5/2021,West,Idaho,Boise,FW5734,Men's Street Footwear,$27.00 ,ADI2021115119783175YL9734,203,548,$252 ,Outlet
Sports Direct,1128299,6/13/2021,Southeast,Georgia,Atlanta,ST2036,Men's Street Footwear,$35.00 ,ADI2021613112829900LJ7277,203,711,$306 ,Outlet
Amazon,1185732,8/18/2021,Northeast,New Hampshire,Manchester,CL0390,Men's Street Footwear,$48.00 ,ADI2021818118573216NV4283,203,974,$448 ,Outlet
West Gear,1128299,2/10/2021,West,California,San Francisco,RX4671,Women's Apparel,$67.00 ,ADI2021210112829975OA4417,202,"1,353",$284 ,Online
West Gear,1128299,4/20/2020,West,Colorado,Denver,BT2769,Men's Street Footwear,$64.00 ,ADI2020420112829974WR1616,202,"1,293",$776 ,Online
Sports Direct,1185732,10/8/2020,Southeast,Florida,Miami,HT6024,Women's Athletic Footwear,$49.00 ,ADI2020108118573231TM5474,202,990,$436 ,Online
Foot Locker,1185732,5/24/2020,Southeast,Florida,Miami,PK1311,Men's Apparel,$60.00 ,ADI2020524118573271QS4233,202,"1,212",$594 ,Online
Sports Direct,1197831,4/8/2021,South,Tennessee,Knoxville,UJ0968,Women's Apparel,$38.00 ,ADI202148119783178VY4131,202,768,$514 ,Online
Sports Direct,1197831,4/10/2021,South,Tennessee,Knoxville,NW9829,Men's Athletic Footwear,$42.00 ,ADI2021410119783158BQ3214,202,848,$433 ,Online
Kohl's,1185732,10/12/2021,West,Wyoming,Cheyenne,BI0628,Men's Street Footwear,$50.00 ,ADI20211012118573288SD1208,202,"1,010",$646 ,Online
Foot Locker,1128299,8/24/2021,Southeast,Virginia,Richmond,AQ6048,Men's Athletic Footwear,$76.00 ,ADI2021824112829950YX1318,202,"1,535",$737 ,Online
West Gear,1197831,7/6/2021,West,Idaho,Boise,FM9758,Men's Athletic Footwear,$52.00 ,ADI202176119783112WG6670,202,"1,050",$546 ,Online
Foot Locker,1185732,7/5/2021,Southeast,South Carolina,Charleston,IZ8282,Women's Athletic Footwear,$52.00 ,ADI202175118573280ZN4979,202,"1,050",$441 ,Online
Foot Locker,1185732,11/6/2021,Southeast,South Carolina,Charleston,EQ5684,Women's Street Footwear,$43.00 ,ADI2021116118573229LV7996,202,869,$304 ,Online
Sports Direct,1185732,12/2/2021,Southeast,North Carolina,Charlotte,SO6555,Men's Athletic Footwear,$55.00 ,ADI2021122118573219YR3417,202,"1,111",$500 ,Online
Sports Direct,1197831,3/16/2021,South,Tennessee,Knoxville,CJ8213,Men's Street Footwear,$18.00 ,ADI2021316119783145DD2977,202,364,$135 ,Outlet
Sports Direct,1197831,4/11/2021,South,Tennessee,Knoxville,US2037,Women's Street Footwear,$26.00 ,ADI2021411119783133SV3092,202,525,$231 ,Outlet
Sports Direct,1197831,5/14/2021,South,Tennessee,Knoxville,WS4410,Women's Apparel,$43.00 ,ADI2021514119783135CX0751,202,869,$573 ,Outlet
Sports Direct,1197831,8/20/2021,South,Alabama,Birmingham,HM1335,Men's Athletic Footwear,$16.00 ,ADI2021820119783104MX4006,202,323,$152 ,Outlet
West Gear,1185732,1/12/2021,Southeast,Florida,Orlando,ZH5789,Women's Street Footwear,$26.00 ,ADI2021112118573252HI8722,202,525,$152 ,Outlet
West Gear,1128299,6/24/2021,West,Oregon,Portland,ZO3550,Men's Athletic Footwear,$47.00 ,ADI2021624112829930MA2699,202,949,$389 ,Outlet
West Gear,1128299,11/24/2021,West,Oregon,Portland,CW5169,Men's Athletic Footwear,$37.00 ,ADI20211124112829982XM7786,202,747,$291 ,Outlet
Sports Direct,1197831,9/19/2021,South,Texas,Dallas,EM6129,Women's Athletic Footwear,$32.00 ,ADI2021919119783126HR8560,201,643,$354 ,Outlet
West Gear,1128299,3/4/2020,West,Nevada,Las Vegas,QN0336,Men's Athletic Footwear,$52.00 ,ADI202034112829948XE1845,201,"1,045",$261 ,Outlet
Sports Direct,1197831,5/3/2021,South,Tennessee,Knoxville,HV8177,Men's Street Footwear,$28.00 ,ADI202153119783180YL6119,201,563,$293 ,Outlet
Walmart,1128299,5/18/2021,Southeast,Florida,Orlando,YI8366,Men's Street Footwear,$44.00 ,ADI2021518112829915TN0191,201,884,$292 ,Outlet
West Gear,1185732,10/11/2021,West,Utah,Salt Lake City,NV9190,Men's Street Footwear,$24.00 ,ADI20211011118573208NZ4031,201,482,$227 ,Outlet
West Gear,1128299,12/23/2021,West,Oregon,Portland,OB1234,Women's Apparel,$55.00 ,ADI20211223112829911QM4978,201,"1,106",$376 ,Outlet
Sports Direct,1197831,10/4/2021,West,Idaho,Boise,VX1767,Men's Street Footwear,$30.00 ,ADI2021104119783170EW5428,201,603,$277 ,Outlet
Foot Locker,1128299,9/24/2021,West,Arizona,Phoenix,FS4461,Men's Athletic Footwear,$34.00 ,ADI2021924112829909KL3476,201,683,$321 ,Outlet
Sports Direct,1185732,12/16/2021,South,Mississippi,Jackson,ED4745,Men's Athletic Footwear,$44.00 ,ADI20211216118573228GP9734,201,884,$327 ,Outlet
Foot Locker,1185732,7/2/2021,Midwest,Illinois,Chicago,KQ1443,Women's Street Footwear,$40.00 ,ADI202172118573264KJ1020,200,"8,000","$2,800 ",Outlet
Foot Locker,1185732,7/9/2021,Midwest,Illinois,Chicago,AD1494,Women's Athletic Footwear,$40.00 ,ADI202179118573283EZ6128,200,"8,000","$3,200 ",Outlet
Foot Locker,1185732,7/20/2021,Midwest,Illinois,Chicago,TV0956,Women's Street Footwear,$40.00 ,ADI2021720118573204TQ7546,200,"8,000","$2,800 ",Outlet
Foot Locker,1185732,12/11/2021,Northeast,Pennsylvania,Philadelphia,ZA9216,Women's Street Footwear,$45.00 ,ADI20211211118573255EJ9634,200,"9,000","$3,150 ",Outlet
West Gear,1128299,3/25/2020,West,Colorado,Denver,TE5475,Men's Apparel,$45.00 ,ADI2020325112829957WZ9252,200,"9,000","$4,500 ",In-store
Foot Locker,1185732,10/25/2020,Midwest,Minnesota,Minneapolis,SC8285,Women's Street Footwear,$25.00 ,ADI20201025118573294OW2889,200,"5,000","$1,500 ",In-store
Foot Locker,1185732,12/9/2020,Midwest,Minnesota,Minneapolis,UE1867,Women's Apparel,$40.00 ,ADI2020129118573242QR9104,200,"8,000","$3,600 ",Outlet
Foot Locker,1185732,12/11/2020,Midwest,Minnesota,Minneapolis,CN7195,Men's Athletic Footwear,$35.00 ,ADI20201211118573236PO5093,200,"7,000","$2,100 ",Outlet
Foot Locker,1185732,12/17/2020,Midwest,Minnesota,Minneapolis,SJ2673,Men's Athletic Footwear,$40.00 ,ADI20201217118573215PN5095,200,"8,000","$2,400 ",Outlet
Kohl's,1189833,1/19/2021,Midwest,Montana,Billings,GU4692,Men's Apparel,$45.00 ,ADI2021119118983330TY3521,200,"9,000","$5,400 ",Outlet
Foot Locker,1185732,6/1/2021,Midwest,Nebraska,Omaha,JI8015,Women's Apparel,$35.00 ,ADI202161118573237BG2961,200,"7,000","$3,500 ",Outlet
Foot Locker,1185732,7/4/2021,Midwest,Nebraska,Omaha,CA6812,Women's Street Footwear,$40.00 ,ADI202174118573271CN5201,200,"8,000","$2,800 ",Outlet
Foot Locker,1185732,7/9/2021,Midwest,Nebraska,Omaha,YM9375,Men's Athletic Footwear,$35.00 ,ADI202179118573297PL5111,200,"7,000","$2,450 ",Outlet
Foot Locker,1185732,7/28/2021,Midwest,Nebraska,Omaha,NC6048,Women's Street Footwear,$40.00 ,ADI2021728118573282AH1935,200,"8,000","$2,800 ",Outlet
Amazon,1185732,10/20/2021,Northeast,Maine,Portland,WQ5212,Women's Street Footwear,$30.00 ,ADI20211020118573286LX8768,200,"6,000","$2,400 ",Outlet
Amazon,1185732,10/26/2021,Northeast,Maine,Portland,ZN4759,Women's Street Footwear,$30.00 ,ADI20211026118573238DI7907,200,"6,000","$2,400 ",Outlet
Amazon,1185732,10/29/2021,Northeast,Maine,Portland,JE0214,Women's Apparel,$40.00 ,ADI20211029118573296AC0114,200,"8,000","$3,200 ",Outlet
Amazon,1185732,11/13/2021,Northeast,Maine,Portland,JL8795,Women's Street Footwear,$45.00 ,ADI20211113118573202HH9210,200,"9,000","$3,600 ",Outlet
Foot Locker,1128299,1/24/2021,West,Wyoming,Cheyenne,PL3022,Women's Athletic Footwear,$40.00 ,ADI2021124112829946DE3595,200,"8,000","$2,800 ",In-store
Foot Locker,1128299,2/24/2021,Southeast,Virginia,Richmond,ZE2255,Women's Athletic Footwear,$40.00 ,ADI2021224112829925JY8847,200,"8,000","$2,800 ",In-store
Foot Locker,1185732,3/17/2021,Midwest,Missouri,St. Louis,GO8787,Women's Athletic Footwear,$30.00 ,ADI2021317118573266JU1743,200,"6,000","$2,400 ",In-store
Foot Locker,1185732,4/18/2021,Midwest,Missouri,St. Louis,VF4972,Women's Athletic Footwear,$25.00 ,ADI2021418118573245AS6781,200,"5,000","$2,000 ",In-store
West Gear,1128299,1/24/2021,West,Utah,Salt Lake City,BJ1277,Women's Athletic Footwear,$40.00 ,ADI2021124112829920OU8604,200,"8,000","$2,800 ",In-store
West Gear,1128299,2/24/2021,West,Oregon,Portland,ZC5699,Women's Athletic Footwear,$40.00 ,ADI2021224112829909US8607,200,"8,000","$2,800 ",In-store
Amazon,1185732,2/22/2021,Midwest,Ohio,Columbus,MS6180,Men's Athletic Footwear,$40.00 ,ADI2021222118573283WT5462,200,"8,000","$2,800 ",Online
Amazon,1185732,5/23/2021,Southeast,Kentucky,Louisville,GM9632,Women's Street Footwear,$40.00 ,ADI2021523118573237PG3768,200,"8,000","$3,200 ",Online
Amazon,1185732,6/22/2021,Southeast,Kentucky,Louisville,TX3625,Women's Athletic Footwear,$30.00 ,ADI2021622118573209AC6233,200,"6,000","$2,400 ",Online
Amazon,1185732,9/23/2021,Southeast,Kentucky,Louisville,HX7567,Women's Athletic Footwear,$35.00 ,ADI2021923118573236BG5282,200,"7,000","$2,800 ",Online
Amazon,1185732,9/23/2021,Southeast,Kentucky,Louisville,WI6892,Men's Apparel,$45.00 ,ADI2021923118573220TD7172,200,"9,000","$3,150 ",Online
Walmart,1197831,3/19/2021,South,Arkansas,Little Rock,GB6493,Women's Athletic Footwear,$20.00 ,ADI2021319119783170OV8329,200,"4,000","$1,600 ",Online
West Gear,1197831,10/21/2021,South,Oklahoma,Oklahoma City,LA9030,Women's Athletic Footwear,$20.00 ,ADI20211021119783133AL3117,200,"4,000","$1,600 ",Online
West Gear,1197831,10/21/2021,South,Oklahoma,Oklahoma City,CI5030,Men's Apparel,$30.00 ,ADI20211021119783111IW1323,200,"6,000","$2,100 ",Online
Kohl's,1197831,1/16/2021,South,Oklahoma,Oklahoma City,AL3828,Women's Athletic Footwear,$20.00 ,ADI2021116119783123QC8697,200,"4,000","$1,400 ",Online
Kohl's,1197831,4/13/2021,Midwest,Kansas,Wichita,WU1110,Men's Athletic Footwear,$25.00 ,ADI2021413119783112JH8553,200,"5,000","$1,750 ",Online
Kohl's,1197831,4/13/2021,Midwest,Kansas,Wichita,OY1223,Women's Street Footwear,$15.00 ,ADI2021413119783119RU6236,200,"3,000","$1,050 ",Online
Kohl's,1197831,5/12/2021,Midwest,Kansas,Wichita,OJ2376,Women's Athletic Footwear,$35.00 ,ADI2021512119783181BO0272,200,"7,000","$2,450 ",Online
Kohl's,1197831,10/14/2021,Midwest,Kansas,Wichita,IB3448,Women's Street Footwear,$20.00 ,ADI20211014119783179WJ0336,200,"4,000","$1,400 ",Online
Foot Locker,1185732,3/11/2021,Midwest,South Dakota,Sioux Falls,BF9985,Men's Athletic Footwear,$40.00 ,ADI2021311118573278HR3351,200,"8,000","$2,400 ",Online
Foot Locker,1185732,6/12/2021,Midwest,South Dakota,Sioux Falls,OQ5663,Women's Street Footwear,$35.00 ,ADI2021612118573268QG2635,200,"7,000","$2,100 ",Online
Foot Locker,1185732,8/12/2021,Midwest,South Dakota,Sioux Falls,HW8850,Women's Athletic Footwear,$40.00 ,ADI2021812118573225DH0631,200,"8,000","$2,400 ",Online
Sports Direct,1185732,3/8/2021,Midwest,North Dakota,Fargo,FL1205,Men's Athletic Footwear,$30.00 ,ADI202138118573284LG9449,200,"6,000","$1,800 ",Online
Sports Direct,1185732,5/10/2021,Midwest,North Dakota,Fargo,OQ7992,Men's Athletic Footwear,$45.00 ,ADI2021510118573205OJ2937,200,"9,000","$2,700 ",In-store
Sports Direct,1185732,6/9/2021,Midwest,North Dakota,Fargo,TA9478,Women's Street Footwear,$30.00 ,ADI202169118573296AO6786,200,"6,000","$1,800 ",In-store
Sports Direct,1185732,8/9/2021,Midwest,North Dakota,Fargo,WO4762,Women's Athletic Footwear,$40.00 ,ADI202189118573277GR9264,200,"8,000","$2,400 ",In-store
Foot Locker,1185732,2/6/2021,Midwest,North Dakota,Fargo,PC4744,Women's Street Footwear,$20.00 ,ADI202126118573266MR7674,200,"4,000","$1,200 ",In-store
Foot Locker,1185732,5/7/2021,Midwest,Iowa,Des Moines,JH8924,Women's Street Footwear,$35.00 ,ADI202157118573288KZ9247,200,"7,000","$2,100 ",In-store
Foot Locker,1185732,6/6/2021,Midwest,Iowa,Des Moines,TM0841,Women's Street Footwear,$25.00 ,ADI202166118573204YE4963,200,"5,000","$1,500 ",In-store
Foot Locker,1185732,8/6/2021,Midwest,Iowa,Des Moines,EJ2856,Women's Athletic Footwear,$40.00 ,ADI202186118573257VT5436,200,"8,000","$2,400 ",In-store
West Gear,1185732,11/6/2021,Midwest,Iowa,Des Moines,KQ6911,Women's Athletic Footwear,$35.00 ,ADI2021116118573244NA7121,200,"7,000","$2,100 ",In-store
West Gear,1185732,2/3/2021,Midwest,Iowa,Des Moines,TZ1730,Women's Street Footwear,$20.00 ,ADI202123118573228JD4951,200,"4,000","$1,200 ",In-store
West Gear,1185732,5/4/2021,Midwest,Wisconsin,Milwaukee,RU2227,Men's Athletic Footwear,$40.00 ,ADI202154118573253UF7360,200,"8,000","$2,800 ",In-store
West Gear,1185732,6/3/2021,Midwest,Wisconsin,Milwaukee,OC2091,Women's Street Footwear,$25.00 ,ADI202163118573218XF6489,200,"5,000","$1,500 ",In-store
West Gear,1185732,8/3/2021,Midwest,Wisconsin,Milwaukee,DI1610,Women's Athletic Footwear,$40.00 ,ADI202183118573227VO2768,200,"8,000","$2,400 ",In-store
West Gear,1185732,9/4/2021,Midwest,Wisconsin,Milwaukee,SW2805,Women's Apparel,$40.00 ,ADI202194118573231SS3695,200,"8,000","$3,200 ",In-store
West Gear,1185732,1/10/2021,Midwest,Wisconsin,Milwaukee,LC7087,Men's Apparel,$45.00 ,ADI2021110118573213TE4110,200,"9,000","$2,700 ",In-store
West Gear,1185732,2/10/2021,Midwest,Wisconsin,Milwaukee,DW3376,Men's Athletic Footwear,$35.00 ,ADI2021210118573274OY1061,200,"7,000","$2,800 ",In-store
West Gear,1185732,2/10/2021,Midwest,Indiana,Indianapolis,CB9244,Men's Apparel,$45.00 ,ADI2021210118573291FS5214,200,"9,000","$2,700 ",In-store
West Gear,1185732,4/10/2021,Midwest,Indiana,Indianapolis,HX2883,Men's Athletic Footwear,$25.00 ,ADI2021410118573256WE0753,200,"5,000","$2,000 ",In-store
West Gear,1185732,4/10/2021,Midwest,Indiana,Indianapolis,KW4734,Women's Street Footwear,$15.00 ,ADI2021410118573207XC5323,200,"3,000","$1,050 ",In-store
West Gear,1185732,5/11/2021,Midwest,Indiana,Indianapolis,XQ5974,Men's Apparel,$45.00 ,ADI2021511118573222GJ8793,200,"9,000","$2,700 ",In-store
West Gear,1185732,6/10/2021,Midwest,Indiana,Indianapolis,HI9185,Women's Street Footwear,$30.00 ,ADI2021610118573281NK3585,200,"6,000","$2,100 ",In-store
West Gear,1185732,8/10/2021,Midwest,Indiana,Indianapolis,WT5499,Women's Athletic Footwear,$40.00 ,ADI2021810118573270TH9719,200,"8,000","$2,800 ",In-store
West Gear,1185732,1/17/2021,Midwest,Indiana,Indianapolis,AH8768,Men's Apparel,$45.00 ,ADI2021117118573214GT9482,200,"9,000","$3,600 ",In-store
West Gear,1185732,2/17/2021,Midwest,Indiana,Indianapolis,QN3991,Men's Athletic Footwear,$40.00 ,ADI2021217118573202GO0789,200,"8,000","$3,200 ",In-store
West Gear,1185732,5/18/2021,Northeast,West Virginia,Charleston,CE9021,Women's Athletic Footwear,$35.00 ,ADI2021518118573284AM0058,200,"7,000","$2,800 ",In-store
West Gear,1185732,4/21/2021,Northeast,Maryland,Baltimore,OS2621,Women's Apparel,$35.00 ,ADI2021421118573297HV6301,200,"7,000","$2,100 ",In-store
Sports Direct,1185732,7/20/2021,Northeast,Maryland,Baltimore,NC0436,Women's Street Footwear,$40.00 ,ADI2021720118573275YF7078,200,"8,000","$2,800 ",In-store
Sports Direct,1185732,8/21/2021,Northeast,Maryland,Baltimore,SS9355,Women's Street Footwear,$40.00 ,ADI2021821118573288SF7666,200,"8,000","$2,800 ",In-store
Foot Locker,1185732,9/13/2021,Northeast,Delaware,Wilmington,AS3002,Women's Athletic Footwear,$45.00 ,ADI2021913118573263DU3080,200,"9,000","$3,600 ",In-store
Kohl's,1185732,3/6/2021,Northeast,New Jersey,Newark,BZ3039,Men's Athletic Footwear,$35.00 ,ADI202136118573259ET9792,200,"7,000","$2,450 ",In-store
Kohl's,1185732,5/6/2021,Northeast,New Jersey,Newark,ZZ6902,Women's Athletic Footwear,$40.00 ,ADI202156118573205AS0364,200,"8,000","$3,200 ",In-store
Kohl's,1185732,8/7/2021,Northeast,New Jersey,Newark,PH7927,Women's Athletic Footwear,$40.00 ,ADI202187118573249OE6751,200,"8,000","$3,200 ",In-store
Sports Direct,1185732,2/5/2021,Northeast,New Jersey,Newark,TZ5531,Men's Athletic Footwear,$40.00 ,ADI202125118573201GH0177,200,"8,000","$3,200 ",In-store
Sports Direct,1185732,4/4/2021,Northeast,Connecticut,Hartford,RS0206,Men's Athletic Footwear,$40.00 ,ADI202144118573275SF2838,200,"8,000","$3,200 ",In-store
Sports Direct,1185732,4/4/2021,Northeast,Connecticut,Hartford,PP0763,Women's Street Footwear,$30.00 ,ADI202144118573260SF2918,200,"6,000","$1,800 ",In-store
Sports Direct,1185732,9/3/2021,Northeast,Connecticut,Hartford,AK5096,Women's Street Footwear,$45.00 ,ADI202193118573222PN6803,200,"9,000","$2,700 ",In-store
Foot Locker,1185732,4/7/2021,Northeast,Rhode Island,Providence,NA5508,Women's Apparel,$35.00 ,ADI202147118573264SG0627,200,"7,000","$2,800 ",In-store
Foot Locker,1185732,5/6/2021,Northeast,Rhode Island,Providence,PR7243,Women's Street Footwear,$40.00 ,ADI202156118573209SJ6682,200,"8,000","$3,200 ",In-store
Foot Locker,1185732,6/8/2021,Northeast,Rhode Island,Providence,FU9335,Women's Athletic Footwear,$40.00 ,ADI202168118573241HQ0778,200,"8,000","$3,200 ",In-store
Foot Locker,1185732,7/6/2021,Northeast,Rhode Island,Providence,NX8030,Women's Athletic Footwear,$40.00 ,ADI202176118573262PH1456,200,"8,000","$3,200 ",In-store
Sports Direct,1185732,2/15/2021,Northeast,Rhode Island,Providence,XM3151,Women's Street Footwear,$30.00 ,ADI2021215118573237NS9238,200,"6,000","$1,500 ",In-store
Sports Direct,1185732,3/13/2021,Northeast,Massachusetts,Boston,TS5075,Women's Street Footwear,$30.00 ,ADI2021313118573229SX9279,200,"6,000","$1,500 ",In-store
Sports Direct,1185732,3/13/2021,Northeast,Massachusetts,Boston,ZH9180,Women's Apparel,$40.00 ,ADI2021313118573286GB9667,200,"8,000","$2,400 ",In-store
Amazon,1185732,2/19/2021,Northeast,New Hampshire,Manchester,JF5990,Women's Athletic Footwear,$45.00 ,ADI2021219118573259JM7421,200,"9,000","$2,700 ",In-store
West Gear,1128299,1/20/2021,West,California,San Francisco,KN2611,Women's Street Footwear,$60.00 ,ADI2021120112829945MW0527,200,"1,200",$564 ,Online
Kohl's,1189833,4/24/2021,West,California,Los Angeles,SX2140,Women's Apparel,$60.00 ,ADI2021424118983354IB7773,200,"1,200",$372 ,Online
Sports Direct,1197831,9/11/2021,South,Texas,Dallas,GH1570,Men's Athletic Footwear,$49.00 ,ADI2021911119783192EG8148,200,980,$470 ,Online
Sports Direct,1197831,5/15/2021,South,Tennessee,Knoxville,ZZ1992,Men's Street Footwear,$53.00 ,ADI2021515119783194WF3508,200,"1,060",$615 ,Online
Walmart,1128299,12/16/2021,Southeast,Florida,Orlando,DZ9323,Men's Athletic Footwear,$82.00 ,ADI20211216112829904YM8291,200,"1,640",$574 ,Online
Sports Direct,1185732,2/17/2021,Southeast,Virginia,Richmond,JB5349,Men's Street Footwear,$34.00 ,ADI2021217118573216AI0296,200,680,$428 ,Online
West Gear,1128299,8/24/2021,West,Oregon,Portland,ZP7714,Men's Street Footwear,$81.00 ,ADI2021824112829943LI1706,200,"1,620",$778 ,Online
Foot Locker,1185732,5/5/2021,Southeast,South Carolina,Charleston,TX0514,Women's Apparel,$59.00 ,ADI202155118573216JY4441,200,"1,180",$708 ,Online
